Date,Price
1990-01-15,17.5017391304348
1990-02-15,16.6815
1990-03-15,15.7559090909091
1990-04-15,14.2504761904762
1990-05-15,14.6478260869565
1990-06-15,13.2771428571429
1990-07-15,15.3077272727273
1990-08-15,25.0908695652174
1990-09-15,30.3525
1990-10-15,31.4078260869565
1990-11-15,28.0768181818182
1990-12-15,23.2642857142857
1991-01-15,19.6321739130435
1991-02-15,14.518
1991-03-15,15.0090476190476
1991-04-15,15.3722727272727
1991-05-15,15.9447826086957
1991-06-15,15.4115
1991-07-15,16.2330434782609
1991-08-15,16.6136363636364
1991-09-15,17.7990476190476
1991-10-15,18.8834782608696
1991-11-15,18.35
1991-12-15,15.3027272727273
1992-01-15,15.2191304347826
1992-02-15,15.7225
1992-03-15,15.7540909090909
1992-04-15,16.6377272727273
1992-05-15,17.5871428571429
1992-06-15,19.0109090909091
1992-07-15,18.4939130434783
1992-08-15,17.8038095238095
1992-09-15,18.38
1992-10-15,18.1368181818182
1992-11-15,17.1371428571429
1992-12-15,16.2247826086957
1993-01-15,15.3204761904762
1993-02-15,16.046
1993-03-15,16.314347826087
1993-04-15,16.3886363636364
1993-05-15,16.1190476190476
1993-06-15,15.6431818181818
1993-07-15,14.2086363636364
1993-08-15,14.6477272727273
1993-09-15,14.1281818181818
1993-10-15,14.7514285714286
1993-11-15,13.7868181818182
1993-12-15,12.2195652173913
1994-01-15,13.0814285714286
1994-02-15,12.7525
1994-03-15,12.0760869565217
1994-04-15,13.7504761904762
1994-05-15,14.7913636363636
1994-06-15,15.6886363636364
1994-07-15,16.397619047619
1994-08-15,15.9291304347826
1994-09-15,15.2477272727273
1994-10-15,15.3714285714286
1994-11-15,15.9209090909091
1994-12-15,15.455
1995-01-15,16.0113636363636
1995-02-15,16.553
1995-03-15,16.3278260869565
1995-04-15,17.3795
1995-05-15,17.2934782608696
1995-06-15,16.1913636363636
1995-07-15,15.0661904761905
1995-08-15,15.4086956521739
1995-09-15,15.5333333333333
1995-10-15,14.8672727272727
1995-11-15,15.7359090909091
1995-12-15,17.1733333333333
1996-01-15,16.7152173913043
1996-02-15,16.0019047619048
1996-03-15,16.9671428571429
1996-04-15,17.6568181818182
1996-05-15,16.9182608695652
