Date,Amount
2003-06-06,2772.0
2003-06-13,2885.0
2003-06-20,2843.0
2003-06-27,2793.0
2003-07-04,2651.0
2003-07-11,2700.0
2003-07-18,2529.0
2003-07-25,2831.0
2003-08-01,2728.0
2003-08-08,2273.0
2003-08-15,2911.0
2003-08-22,2420.0
2003-08-29,3100.0
2003-09-05,2389.0
2003-09-12,2575.0
2003-09-19,2689.0
2003-09-26,2610.0
2003-10-03,2622.0
2003-10-10,2352.0
2003-10-17,2045.0
2003-10-24,2146.0
2003-10-31,2456.0
2003-11-07,2366.0
2003-11-14,2037.0
2003-11-21,2404.0
2003-11-28,2904.0
2003-12-05,1943.0
2003-12-12,2058.0
2003-12-19,2241.0
2003-12-26,2461.0
2004-01-02,2319.0
2004-01-09,2420.0
2004-01-16,2801.0
2004-01-23,2600.0
2004-01-30,2700.0
2004-02-06,2196.0
2004-02-13,2959.0
2004-02-20,3616.0
2004-02-27,2738.0
2004-03-05,3285.0
2004-03-12,2988.0
2004-03-19,2665.0
2004-03-26,2861.0
2004-04-02,3053.0
2004-04-09,2651.0
2004-04-16,3265.0
2004-04-23,2691.0
2004-04-30,2346.0
2004-05-07,2753.0
2004-05-14,3047.0
2004-05-21,2511.0
2004-05-28,3011.0
2004-06-04,2662.0
2004-06-11,2372.0
2004-06-18,2555.0
2004-06-25,2941.0
2004-07-02,2695.0
2004-07-09,2545.0
2004-07-16,2385.0
2004-07-23,3040.0
2004-07-30,2877.0
2004-08-06,2999.0
2004-08-13,2637.0
2004-08-20,2927.0
2004-08-27,2861.0
2004-09-03,2779.0
2004-09-10,2531.0
2004-09-17,2749.0
2004-09-24,3345.0
2004-10-01,3102.0
2004-10-08,3068.0
2004-10-15,3049.0
2004-10-22,2862.0
2004-10-29,2731.0
2004-11-05,2903.0
2004-11-12,3071.0
2004-11-19,2755.0
2004-11-26,2918.0
2004-12-03,3154.0
2004-12-10,2541.0
2004-12-17,2541.0
2004-12-24,2598.0
2004-12-31,2872.0
2005-01-07,2171.0
2005-01-14,2632.0
2005-01-21,2947.0
2005-01-28,3050.0
2005-02-04,3145.0
2005-02-11,2852.0
2005-02-18,3243.0
2005-02-25,3305.0
2005-03-04,2938.0
2005-03-11,2845.0
2005-03-18,3142.0
2005-03-25,2948.0
2005-04-01,2475.0
2005-04-08,2923.0
2005-04-15,2916.0
2005-04-22,2952.0
2005-04-29,3072.0
2005-05-06,3348.0
2005-05-13,3032.0
2005-05-20,3322.0
2005-05-27,2989.0
2005-06-03,2749.0
2005-06-10,3092.0
2005-06-17,2957.0
2005-06-24,2863.0
2005-07-01,3595.0
2005-07-08,3039.0
2005-07-15,3102.0
2005-07-22,2978.0
2005-07-29,3227.0
2005-08-05,3428.0
2005-08-12,3028.0
2005-08-19,3463.0
2005-08-26,3661.0
2005-09-02,2904.0
2005-09-09,3473.0
2005-09-16,3872.0
2005-09-23,3601.0
2005-09-30,4546.0
2005-10-07,4414.0
2005-10-14,4968.0
2005-10-21,4306.0
2005-10-28,4027.0
2005-11-04,4633.0
2005-11-11,4068.0
2005-11-18,3579.0
2005-11-25,3772.0
2005-12-02,3305.0
2005-12-09,4219.0
2005-12-16,3685.0
2005-12-23,3474.0
2005-12-30,3108.0
2006-01-06,3884.0
2006-01-13,4232.0
2006-01-20,3804.0
2006-01-27,3318.0
2006-02-03,3504.0
2006-02-10,4076.0
2006-02-17,3840.0
2006-02-24,3390.0
2006-03-03,2976.0
2006-03-10,3321.0
2006-03-17,3301.0
2006-03-24,3029.0
2006-03-31,2783.0
2006-04-07,3188.0
2006-04-14,2836.0
2006-04-21,3942.0
2006-04-28,2926.0
2006-05-05,4239.0
2006-05-12,3486.0
2006-05-19,4191.0
2006-05-26,4277.0
2006-06-02,3589.0
2006-06-09,3776.0
2006-06-16,3730.0
2006-06-23,3102.0
2006-06-30,3288.0
2006-07-07,3649.0
2006-07-14,3438.0
2006-07-21,3425.0
2006-07-28,4581.0
2006-08-04,3431.0
2006-08-11,3829.0
2006-08-18,4377.0
2006-08-25,3678.0
2006-09-01,3333.0
2006-09-08,3489.0
2006-09-15,3331.0
2006-09-22,3698.0
2006-09-29,2703.0
2006-10-06,3020.0
2006-10-13,2847.0
2006-10-20,3227.0
2006-10-27,3189.0
2006-11-03,2910.0
2006-11-10,2956.0
2006-11-17,3194.0
2006-11-24,2997.0
2006-12-01,2916.0
2006-12-08,3317.0
2006-12-15,2862.0
2006-12-22,2977.0
2006-12-29,2999.0
2007-01-05,3536.0
2007-01-12,3267.0
2007-01-19,3424.0
2007-01-26,3606.0
2007-02-02,3233.0
2007-02-09,3254.0
2007-02-16,3340.0
2007-02-23,3429.0
2007-03-02,2738.0
2007-03-09,3679.0
2007-03-16,3369.0
2007-03-23,3808.0
2007-03-30,3456.0
2007-04-06,3421.0
2007-04-13,3532.0
2007-04-20,3678.0
2007-04-27,3518.0
2007-05-04,3590.0
2007-05-11,4259.0
2007-05-18,3582.0
2007-05-25,4010.0
2007-06-01,3980.0
2007-06-08,3664.0
2007-06-15,3834.0
2007-06-22,3400.0
2007-06-29,3761.0
2007-07-06,3994.0
2007-07-13,3506.0
2007-07-20,3913.0
2007-07-27,3380.0
2007-08-03,3645.0
2007-08-10,3248.0
2007-08-17,3183.0
2007-08-24,3799.0
2007-08-31,3067.0
2007-09-07,3191.0
2007-09-14,3144.0
2007-09-21,3321.0
2007-09-28,3265.0
2007-10-05,3694.0
2007-10-12,3836.0
2007-10-19,3195.0
2007-10-26,3727.0
2007-11-02,3667.0
2007-11-09,3160.0
2007-11-16,3525.0
2007-11-23,3067.0
2007-11-30,3799.0
2007-12-07,3438.0
2007-12-14,3507.0
2007-12-21,3102.0
2007-12-28,3292.0
2008-01-04,3098.0
2008-01-11,3149.0
2008-01-18,3598.0
2008-01-25,3333.0
2008-02-01,4216.0
2008-02-08,3363.0
2008-02-15,3570.0
2008-02-22,3544.0
2008-02-29,3142.0
2008-03-07,3316.0
2008-03-14,3114.0
2008-03-21,3236.0
2008-03-28,3190.0
2008-04-04,3236.0
2008-04-11,3150.0
2008-04-18,3620.0
2008-04-25,3774.0
2008-05-02,3396.0
2008-05-09,3460.0
2008-05-16,3507.0
2008-05-23,2916.0
2008-05-30,3275.0
2008-06-06,3415.0
2008-06-13,3075.0
2008-06-20,3296.0
2008-06-27,3579.0
2008-07-04,2991.0
2008-07-11,3152.0
2008-07-18,3091.0
2008-07-25,3210.0
2008-08-01,3140.0
2008-08-08,2602.0
2008-08-15,2926.0
2008-08-22,3138.0
2008-08-29,2804.0
2008-09-05,2808.0
2008-09-12,2860.0
2008-09-19,3364.0
2008-09-26,3677.0
2008-10-03,3845.0
2008-10-10,3510.0
2008-10-17,3388.0
2008-10-24,2983.0
2008-10-31,3225.0
2008-11-07,2583.0
2008-11-14,2661.0
2008-11-21,3048.0
2008-11-28,3113.0
2008-12-05,2814.0
2008-12-12,2938.0
2008-12-19,3662.0
2008-12-26,3139.0
2009-01-02,3213.0
2009-01-09,3000.0
2009-01-16,3719.0
2009-01-23,3586.0
2009-01-30,3085.0
2009-02-06,3187.0
2009-02-13,2704.0
2009-02-20,2808.0
2009-02-27,3495.0
2009-03-06,3267.0
2009-03-13,2984.0
2009-03-20,3211.0
2009-03-27,3163.0
2009-04-03,2991.0
2009-04-10,2870.0
2009-04-17,2940.0
2009-04-24,2620.0
2009-05-01,2526.0
2009-05-08,2456.0
2009-05-15,2759.0
2009-05-22,3167.0
2009-05-29,2931.0
2009-06-05,2552.0
2009-06-12,2833.0
2009-06-19,2384.0
2009-06-26,2520.0
2009-07-03,2868.0
2009-07-10,2549.0
2009-07-17,2874.0
2009-07-24,2393.0
2009-07-31,2343.0
2009-08-07,2271.0
2009-08-14,2216.0
2009-08-21,2594.0
2009-08-28,2218.0
2009-09-04,2559.0
2009-09-11,2348.0
2009-09-18,2592.0
2009-09-25,2694.0
2009-10-02,2902.0
2009-10-09,2534.0
2009-10-16,2392.0
2009-10-23,2543.0
2009-10-30,2601.0
2009-11-06,2514.0
2009-11-13,2448.0
2009-11-20,2770.0
2009-11-27,3155.0
2009-12-04,2510.0
2009-12-11,2633.0
2009-12-18,2422.0
2009-12-25,2387.0
2010-01-01,2597.0
2010-01-08,2726.0
2010-01-15,2615.0
2010-01-22,2872.0
2010-01-29,2947.0
2010-02-05,3394.0
2010-02-12,2352.0
2010-02-19,2745.0
2010-02-26,2716.0
2010-03-05,2572.0
2010-03-12,2163.0
2010-03-19,2066.0
2010-03-26,2570.0
2010-04-02,2762.0
2010-04-09,2177.0
2010-04-16,2879.0
2010-04-23,2823.0
